participant_id,first_name,last_name,gender,age,grade,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P04115,Екатерина,Иванова,F,16,10,Абайская область,Южный район,Школа №2,ru,single,73.4,True,65.2,finalist
P04116,Сауле,Сатпаев,F,17,11,Туркестанская область,Центральный район,Школа №5,kk,full,49.4,False,,eliminated
P04117,Дария,Абилов,F,16,10,г. Шымкент,Центральный район,Школа №3,kk,full,51.4,False,,eliminated
P04118,Санжар,Сатпаев,M,12,7,Абайская область,Северный район,Школа №4,kk,single,20.6,False,,eliminated
P04119,Александр,Попов,M,15,9,Акмолинская область,Сельский район,Школа №5,ru,single,42.2,False,,eliminated
P04120,Темирлан,Тулегенов,M,13,7,Абайская область,Западный район,Школа №4,kk,full,39.4,False,,eliminated
P04121,Адильхан,Абилов,M,10,4,Восточно-Казахстанская область,Южный район,Школа №2,kk,single,39.9,False,,eliminated
P04122,Ержан,Темирбеков,M,13,8,Алматинская область,Северный район,Школа №3,kk,single,46.9,False,,eliminated
P04123,Жансая,Темирбеков,F,15,10,Кызылординская область,Центральный район,Школа №5,kk,single,63.4,False,,eliminated
P04124,Айгерим,Кадыров,F,9,4,Актюбинская область,Сельский район,Школа №2,kk,full,58.1,False,,eliminated
P04125,Дана,Маратов,F,15,9,Кызылординская область,Центральный район,Школа №5,kk,full,59.6,False,,eliminated
P04126,Эльмира,Алиев,F,13,7,Мангистауская область,Западный район,Школа №5,kk,full,38.6,False,,eliminated
P04127,Томирис,Алиев,F,9,4,Кызылординская область,Северный район,Школа №5,kk,full,41.8,False,,eliminated
P04128,Максим,Петров,M,12,6,Атырауская область,Южный район,Школа №1,ru,full,82.0,True,55.2,finalist
P04129,Ерасыл,Тулегенов,M,14,8,Актюбинская область,Западный район,Школа №4,kk,single,38.0,False,,eliminated
P04130,Нурлан,Кадыров,M,17,10,Жамбылская область,Центральный район,Школа №3,kk,single,73.8,True,76.9,finalist
P04131,Михаил,Петров,M,12,7,Кызылординская область,Центральный район,Школа №5,ru,single,45.4,False,,eliminated
P04132,Алмат,Тулегенов,M,17,11,Северо-Казахстанская область,Западный район,Школа №4,kk,full,55.0,False,,eliminated
P04133,Балжан,Темирбеков,F,13,7,Западно-Казахстанская область,Северный район,Школа №2,kk,full,71.1,True,67.9,finalist
P04134,Анна,Волкова,F,10,4,Мангистауская область,Центральный район,Школа №3,ru,full,74.1,True,68.3,finalist
P04135,Данияр,Бекенов,M,15,9,г. Алматы,Восточный район,Школа №4,kk,full,53.3,False,,eliminated
P04136,Айдана,Маратов,F,15,9,Восточно-Казахстанская область,Восточный район,Школа №5,kk,full,49.2,False,,eliminated
P04137,Наргиз,Бекенов,F,17,11,Улытауская область,Центральный район,Школа №5,kk,full,54.2,False,,eliminated
P04138,Меруерт,Темирбеков,F,15,9,Актюбинская область,Западный район,Школа №5,kk,full,60.1,False,,eliminated
P04139,Иван,Петров,M,12,5,Улытауская область,Заречный район,Школа №2,ru,full,68.4,True,57.7,finalist
P04140,Мария,Кузнецова,F,14,9,Мангистауская область,Восточный район,Школа №2,ru,single,49.1,False,,eliminated
P04141,Айгерим,Темирбеков,F,17,10,Мангистауская область,Сельский район,Школа №4,kk,full,64.3,False,,eliminated
P04142,Дарья,Новикова,F,15,8,г. Астана,Центральный район,Школа №2,ru,full,79.6,True,62.9,finalist
P04143,Адильхан,Нурланов,M,15,9,г. Алматы,Сельский район,Школа №4,kk,full,60.7,False,,eliminated
P04144,Олжас,Сатпаев,M,16,9,Северо-Казахстанская область,Центральный район,Школа №1,kk,full,59.7,False,,eliminated
P04145,Сауле,Кадыров,F,14,9,Западно-Казахстанская область,Южный район,Школа №4,kk,single,26.2,False,,eliminated
P04146,Сауле,Бекенов,F,15,9,Жамбылская область,Южный район,Школа №3,kk,single,9.5,False,,eliminated
P04147,Аяна,Сериков,F,16,10,Жамбылская область,Центральный район,Школа №5,kk,single,54.8,False,,eliminated
P04148,Айдана,Кадыров,F,11,6,г. Шымкент,Западный район,Школа №3,kk,full,53.6,False,,eliminated
P04149,Балжан,Абилов,F,16,10,Улытауская область,Северный район,Школа №3,kk,full,47.3,False,,eliminated
P04150,Михаил,Морозов,M,13,7,Туркестанская область,Центральный район,Школа №1,ru,full,58.7,False,,eliminated
P04151,Меруерт,Бекенов,F,16,10,Актюбинская область,Южный район,Школа №1,kk,full,54.1,False,,eliminated
P04152,Шынгыс,Жумабеков,M,15,8,Западно-Казахстанская область,Северный район,Школа №1,kk,full,71.9,True,67.8,finalist
P04153,Иван,Волков,M,14,9,Туркестанская область,Восточный район,Школа №1,ru,single,50.3,False,,eliminated
P04154,Жаныбек,Жумабеков,M,14,8,Абайская область,Сельский район,Школа №4,kk,single,37.8,False,,eliminated
P04155,Рамазан,Тулегенов,M,13,7,Костанайская область,Сельский район,Школа №2,kk,full,69.9,True,61.5,finalist
P04156,Темирлан,Нурланов,M,14,9,Мангистауская область,Восточный район,Школа №2,kk,single,45.7,False,,eliminated
P04157,Кирилл,Новиков,M,11,5,г. Шымкент,Южный район,Школа №1,ru,full,62.9,False,,eliminated
P04158,Гульнара,Тулегенов,F,18,11,Павлодарская область,Заречный район,Школа №2,kk,full,47.8,False,,eliminated
P04159,Шынгыс,Тулегенов,M,15,8,Мангистауская область,Северный район,Школа №3,kk,single,39.3,False,,eliminated
P04160,Нурлан,Сериков,M,15,8,Акмолинская область,Северный район,Школа №3,kk,full,56.3,False,,eliminated
P04161,Алина,Маратов,F,14,8,Карагандинская область,Сельский район,Школа №2,kk,full,55.2,False,,eliminated
P04162,Айдар,Темирбеков,M,17,11,Актюбинская область,Северный район,Школа №4,kk,full,62.2,False,,eliminated
P04163,Андрей,Соколов,M,11,4,г. Шымкент,Сельский район,Школа №1,ru,full,51.0,False,,eliminated
P04164,Никита,Попов,M,9,4,Карагандинская область,Южный район,Школа №2,ru,full,27.5,False,,eliminated
P04165,Камила,Алиев,F,15,10,Туркестанская область,Заречный район,Школа №2,kk,single,42.5,False,,eliminated
P04166,Артём,Попов,M,16,10,г. Алматы,Западный район,Школа №4,ru,full,66.9,True,64.2,finalist
P04167,Алтынай,Нурланов,F,14,9,Мангистауская область,Южный район,Школа №4,kk,full,50.5,False,,eliminated
P04168,Жаныбек,Сериков,M,15,9,Алматинская область,Сельский район,Школа №2,kk,full,51.3,False,,eliminated
P04169,Адильхан,Нурланов,M,17,11,Западно-Казахстанская область,Северный район,Школа №4,kk,full,69.8,True,68.3,finalist
P04170,Малика,Кадыров,F,11,5,Атырауская область,Восточный район,Школа №3,kk,single,38.3,False,,eliminated
P04171,Дмитрий,Петров,M,15,8,Актюбинская область, Восточный район ,Школа №5,ru,single,25.9,False,,eliminated
P04172,Михаил,Морозов,M,14,8,Туркестанская область,Южный район,Школа №5,ru,full,52.6,False,,eliminated
P04173,Алина,Касенов,F,16,10,Кызылординская область,Южный район,Школа №5,kk,single,41.7,False,,eliminated
P04174,Кирилл,Соколов,M,15,9,Жетысуская область,Центральный район,Школа №2,ru,full,40.5,False,,eliminated
P04175,Елена,Соколова,F,15,9,Жетысуская область,Северный район,Школа №2,ru,full,52.4,False,,eliminated
P04176,Рамазан,Маратов,M,17,11,Карагандинская область,Заречный район,Школа №4,kk,full,62.4,False,,eliminated
P04177,Дана,Сатпаев,F,12,6,Туркестанская область,Северный район,Школа №5,kk,full,54.9,False,,eliminated
P04178,Алина,Темирбеков,F,13,7,Акмолинская область,Западный район,Школа №5,kk,full,59.6,False,,eliminated
P04179,Алихан,Нурланов,M,11,5,Западно-Казахстанская область,Северный район,Школа №5,kk,full,82.2,True,52.7,finalist
P04180,Айдана,Алиев,F,13,7,Карагандинская область,Западный район,Школа №1,kk,full,49.9,False,,eliminated
P04181,Сабина,Маратов,F,17,11,Западно-Казахстанская область,Северный район,Школа №3,kk,single,53.2,False,,eliminated
P04182,Екатерина,Соколова,F,17,10,Жамбылская область,Южный район,Школа №4,ru,single,41.4,False,,eliminated
P04183,Андрей,Кузнецов,M,13,7,г. Астана,Южный район,Школа №3,ru,full,42.3,False,,eliminated
P04184,Ксения,Волкова,F,12,6,Абайская область,Заречный район,Школа №1,ru,full,46.2,False,,eliminated
P04185,Жаныбек,Жумабеков,M,11,5,Атырауская область,Центральный район,Школа №5,kk,full,47.8,False,,eliminated
P04186,Томирис,Бекенов,F,14,8,Северо-Казахстанская область,Заречный район,Школа №1,kk,single,54.4,False,,eliminated
P04187,Адильхан,Касенов,M,12,6,Мангистауская область,Северный район,Школа №2,kk,full,90.2,True,44.5,finalist
P04188,Владислав,Смирнов,M,17,11,Павлодарская область,Южный район,Школа №1,ru,full,44.3,False,,eliminated
P04189,Александр,Новиков,M,15,8,Улытауская область,Западный район,Школа №2,ru,full,48.8,False,,eliminated
P04190,Балжан,Сатпаев,F,13,8,г. Астана,Западный район,Школа №2,kk,single,48.1,False,,eliminated
P04191,Алмат,Касенов,M,17,11,г. Астана,Западный район,Школа №5,kk,single,54.9,False,,eliminated
P04192,Аяна,Нурланов,F,14,8,Атырауская область,Заречный район,Школа №1,kk,full,59.0,False,,eliminated
P04193,Аяна,Абилов,F,16,10,Карагандинская область,Восточный район,Школа №5,kk,single,68.3,True,72.4,finalist
P04194,Бекжан,Бекенов,M,15,9,Жамбылская область,Центральный район,Школа №4,kk,full,18.6,False,,eliminated
P04195,Наргиз,Кадыров,F,16,10,Мангистауская область,Центральный район,Школа №4,kk,full,19.2,False,,eliminated
P04196,Айгерим,Темирбеков,F,14,7,Акмолинская область,Северный район,Школа №4,kk,single,41.6,False,,eliminated
P04197,Михаил,Новиков,M,15,9,Акмолинская область, Сельский район ,Школа №1,ru,full,71.5,True,83.4,finalist
P04198,Малика,Бекенов,F,17,11,Алматинская область,Западный район,Школа №3,kk,single,25.5,False,,eliminated
P04199,Аян,Маратов,M,16,10,г. Алматы,Восточный район,Школа №2,kk,full,9.9,False,,eliminated
P04200,Аяна,Алиев,F,12,7,Мангистауская область,Западный район,Школа №4,kk,full,63.6,False,,eliminated
P04201,Дана,Бекенов,F,14,8,г. Алматы,Восточный район,Школа №1,kk,full,58.7,False,,eliminated
P04202,Дария,Жумабеков,F,16,9,г. Шымкент,Южный район,Школа №1,kk,full,38.6,False,,eliminated
P04203,Никита,Лебедев,M,14,9,Восточно-Казахстанская область,Заречный район,Школа №2,ru,single,34.2,False,,eliminated
P04204,Дарья,Новикова,F,14,8,Северо-Казахстанская область,Заречный район,Школа №3,ru,full,40.5,False,,eliminated
P04205,Олжас,Темирбеков,M,11,6,Костанайская область,Заречный район,Школа №5,kk,full,56.7,False,,eliminated
P04206,Бауыржан,Сериков,M,15,8,г. Алматы,Восточный район,Школа №1,kk,full,45.6,False,,eliminated
P04207,Кирилл,Лебедев,M,16,10,Актюбинская область,Западный район,Школа №4,ru,single,56.4,False,,eliminated
P04208,Анастасия,Соколова,F,10,4,Жетысуская область,Южный район,Школа №1,ru,full,12.2,False,,eliminated
P04209,Данияр,Абилов,M,14,8,Кызылординская область,Восточный район,Школа №4,kk,single,36.1,False,,eliminated
P04210,Наргиз,Абилов,F,11,4,Карагандинская область,Центральный район,Школа №3,kk,full,38.1,False,,eliminated
P04211,Артём,Кузнецов,M,17,11,Жетысуская область,Центральный район,Школа №3,ru,single,45.2,False,,eliminated
P04212,Рамазан,Касенов,M,16,10,Абайская область,Сельский район,Школа №1,kk,full,46.9,False,,eliminated
P04213,Айгерим,Кадыров,F,13,6,Жамбылская область,Сельский район,Школа №3,kk,full,67.0,True,79.6,finalist
P04214,Малика,Алиев,F,16,10,г. Астана,Северный район,Школа №5,kk,full,27.1,False,,eliminated
P04215,Айдана,Нурланов,F,12,6,Мангистауская область,Центральный район,Школа №1,kk,full,55.7,False,,eliminated
P04216,Алтынай,Абилов,F,14,8,г. Астана,Заречный район,Школа №4,kk,full,63.4,False,,eliminated
P04217,Данияр,Нурланов,M,13,8,Северо-Казахстанская область,Центральный район,Школа №5,kk,full,82.8,True,79.5,finalist
P04218,Алихан,Алиев,M,13,6,Атырауская область,Западный район,Школа №5,kk,full,47.8,False,,eliminated
P04219,Наргиз,Абилов,F,12,6,г. Астана,Западный район,Школа №5,kk,full,59.9,False,,eliminated
P04220,Мария,Морозова,F,17,11,Павлодарская область,Северный район,Школа №3,ru,single,21.9,False,,eliminated
P04221,Александр,Волков,M,14,8,Северо-Казахстанская область,Центральный район,Школа №3,ru,full,19.1,False,,eliminated
P04222,Бауыржан,Бекенов,M,11,5,Мангистауская область,Восточный район,Школа №1,kk,full,67.7,True,62.7,finalist
P04223,Алина,Жумабеков,F,12,6,Абайская область,Западный район,Школа №5,kk,single,48.9,False,,eliminated
P04224,Андрей,Кузнецов,M,11,5,Северо-Казахстанская область,Центральный район,Школа №3,ru,full,72.7,True,46.6,finalist
P04225,Владислав,Петров,M,15,8,Кызылординская область,Западный район,Школа №2,ru,full,34.4,False,,eliminated
P04226,Никита,Петров,M,16,10,Кызылординская область,Центральный район,Школа №1,ru,single,56.8,False,,eliminated
P04227,Меруерт,Сатпаев,F,13,7,Акмолинская область,Южный район,Школа №3,kk,full,83.0,True,59.1,finalist
P04228,Андрей,Попов,M,13,7,Алматинская область,Западный район,Школа №5,ru,full,61.3,False,,eliminated
P04229,Алина,Сатпаев,F,14,9,Восточно-Казахстанская область,Восточный район,Школа №5,kk,full,59.1,False,,eliminated
P04230,Айдана,Касенов,F,17,11,Павлодарская область,Сельский район,Школа №1,kk,full,55.1,False,,eliminated
P04231,Кирилл,Лебедев,M,17,10,Алматинская область,Центральный район,Школа №4,ru,full,31.4,False,,eliminated
P04232,Наргиз,Темирбеков,F,16,10,г. Алматы,Центральный район,Школа №5,kk,full,75.3,True,72.8,finalist
P04233,Дмитрий,Волков,M,17,11,Туркестанская область,Восточный район,Школа №5,ru,single,39.8,False,,eliminated
P04234,Александр,Кузнецов,M,17,10,Акмолинская область,Северный район,Школа №1,ru,single,56.6,False,,eliminated
P04235,Темирлан,Сатпаев,M,15,9,Павлодарская область,Северный район,Школа №3,kk,full,31.6,False,,eliminated
P04236,Дана,Сатпаев,F,12,6,Кызылординская область,Сельский район,Школа №2,kk,full,37.3,False,,eliminated
P04237,Аружан,Нурланов,F,16,10,Жетысуская область,Северный район,Школа №5,kk,full,76.5,True,71.4,finalist
P04238,Ольга,Иванова,F,14,8,г. Алматы,Южный район,Школа №2,ru,full,49.8,False,,eliminated
P04239,Жансая,Жумабеков,F,15,10,Жамбылская область,Заречный район,Школа №5,kk,full,76.8,True,54.9,finalist
P04240,Динара,Касенов,F,16,10,Костанайская область,Восточный район,Школа №3,kk,single,47.8,False,,eliminated
P04241,Ержан,Кадыров,M,13,8,Жетысуская область,Северный район,Школа №2,kk,full,27.4,False,,eliminated
P04242,Алмат,Абилов,M,16,10,Костанайская область,Северный район,Школа №2,kk,full,68.4,True,64.2,finalist
P04243,Андрей,Кузнецов,M,16,10,г. Астана,Южный район,Школа №4,ru,full,46.2,False,,eliminated
P04244,Рамазан,Бекенов,M,16,10,Жетысуская область, Южный район ,Школа №4,kk,single,59.5,False,,eliminated
P04245,Дария,Тулегенов,F,15,8,Восточно-Казахстанская область,Западный район,Школа №1,kk,full,55.4,False,,eliminated
P04246,Ержан,Тулегенов,M,17,11,Северо-Казахстанская область,Заречный район,Школа №2,kk,full,31.9,False,,eliminated
P04247,Иван,Морозов,M,15,9,Северо-Казахстанская область,Заречный район,Школа №1,ru,full,57.5,False,,eliminated
P04248,Кирилл,Смирнов,M,17,11,Жамбылская область,Заречный район,Школа №4,ru,single,81.9,True,53.1,finalist
P04249,Арман,Касенов,M,15,10,Северо-Казахстанская область, Заречный район ,Школа №2,kk,single,56.4,False,,eliminated
P04250,Ольга,Новикова,F,15,9,Костанайская область,Сельский район,Школа №5,ru,full,54.1,False,,eliminated
P04251,Меруерт,Сатпаев,F,10,4,г. Астана,Западный район,Школа №5,kk,full,71.1,True,55.3,finalist
P04252,Михаил,Петров,M,18,11,Восточно-Казахстанская область,Заречный район,Школа №2,ru,full,58.2,False,,eliminated
P04253,Жансая,Бекенов,F,16,10,Туркестанская область,Сельский район,Школа №3,kk,full,58.1,False,,eliminated
P04254,Дарья,Смирнова,F,16,10,Атырауская область,Центральный район,Школа №2,ru,single,32.6,False,,eliminated
P04255,Дарья,Волкова,F,11,6,г. Астана,Заречный район,Школа №1,ru,full,58.5,False,,eliminated
P04256,Мария,Иванова,F,15,9,Павлодарская область,Западный район,Школа №2,ru,full,70.5,True,59.3,finalist
P04257,Санжар,Бекенов,M,11,5,Улытауская область,Заречный район,Школа №2,kk,single,36.5,False,,eliminated
P04258,Анастасия,Соколова,F,15,10,Восточно-Казахстанская область,Восточный район,Школа №4,ru,single,70.4,True,51.8,finalist
P04259,Александр,Попов,M,17,11,Мангистауская область,Западный район,Школа №4,ru,full,53.6,False,,eliminated
P04260,Дария,Сериков,F,16,9,Атырауская область,Северный район,Школа №5,kk,full,41.7,False,,eliminated
P04261,Сауле,Тулегенов,F,10,5,Улытауская область,Восточный район,Школа №5,kk,full,70.0,True,41.9,finalist
P04262,Владислав,Лебедев,M,16,9,Абайская область,Северный район,Школа №4,ru,full,50.7,False,,eliminated
P04263,Елена,Соколова,F,11,6,Западно-Казахстанская область,Северный район,Школа №4,ru,single,60.4,False,,eliminated
P04264,Максим,Новиков,M,15,10,Павлодарская область,Северный район,Школа №2,ru,single,44.6,False,,eliminated
P04265,Александр,Соколов,M,11,4,Жетысуская область,Западный район,Школа №2,ru,single,48.1,False,,eliminated
P04266,Камила,Тулегенов,F,14,9,Западно-Казахстанская область,Северный район,Школа №1,kk,full,62.4,False,,eliminated
P04267,Елена,Новикова,F,11,5,Восточно-Казахстанская область,Западный район,Школа №2,ru,single,53.4,False,,eliminated
P04268,Дмитрий,Лебедев,M,10,5,Абайская область,Северный район,Школа №2,ru,full,25.1,False,,eliminated
P04269,Александр,Соколов,M,14,8,Восточно-Казахстанская область,Заречный район,Школа №2,ru,full,38.2,False,,eliminated
P04270,Полина,Попова,F,12,6,г. Шымкент,Сельский район,Школа №4,ru,full,68.9,True,59.8,finalist
P04271,Артём,Лебедев,M,10,4,Актюбинская область,Западный район,Школа №1,ru,full,53.0,False,,eliminated
P04272,Алина,Абилов,F,11,5,г. Шымкент,Заречный район,Школа №3,kk,single,41.1,False,,eliminated
P04273,Адильхан,Сериков,M,13,6,Жамбылская область,Заречный район,Школа №1,kk,full,34.6,False,,eliminated
P04274,София,Соколова,F,14,8,Абайская область,Центральный район,Школа №3,ru,full,38.8,False,,eliminated
P04275,Анастасия,Новикова,F,10,4,Туркестанская область,Северный район,Школа №2,ru,full,24.7,False,,eliminated
P04276,Сауле,Темирбеков,F,16,10,Павлодарская область,Заречный район,Школа №2,kk,full,53.5,False,,eliminated
P04277,Алтынай,Нурланов,F,11,4,Восточно-Казахстанская область,Восточный район,Школа №1,kk,full,46.0,False,,eliminated
P04278,Айдана,Кадыров,F,11,5,Актюбинская область,Сельский район,Школа №3,kk,full,40.5,False,,eliminated
P04279,Бауыржан,Темирбеков,M,12,7,г. Астана,Сельский район,Школа №2,kk,full,54.0,False,,eliminated
P04280,Иван,Волков,M,15,9,Павлодарская область,Восточный район,Школа №2,ru,single,54.5,False,,eliminated
P04281,Иван,Новиков,M,16,9,Западно-Казахстанская область,Северный район,Школа №1,ru,full,86.4,True,78.7,finalist
P04282,Дмитрий,Петров,M,13,8,Мангистауская область,Северный район,Школа №4,ru,single,26.3,False,,eliminated
P04283,Алмат,Жумабеков,M,12,6,Мангистауская область, Южный район ,Школа №1,kk,single,66.4,True,54.9,finalist
P04284,Жансая,Тулегенов,F,14,9,Карагандинская область,Восточный район,Школа №3,kk,full,69.6,True,73.4,finalist
P04285,Шынгыс,Темирбеков,M,14,8,Атырауская область,Северный район,Школа №1,kk,full,43.3,False,,eliminated
P04286,Анастасия,Лебедева,F,15,10,Абайская область,Сельский район,Школа №4,ru,full,58.0,False,,eliminated
P04287,Никита,Смирнов,M,14,9,Мангистауская область,Сельский район,Школа №4,ru,full,48.1,False,,eliminated
P04288,Аян,Касенов,M,15,9,Атырауская область,Заречный район,Школа №5,kk,single,51.8,False,,eliminated
P04289,Ксения,Лебедева,F,16,10,г. Алматы,Заречный район,Школа №5,ru,single,71.6,True,65.2,finalist
P04290,Адильхан,Жумабеков,M,16,10,г. Алматы,Восточный район,Школа №1,kk,single,58.1,False,,eliminated
P04291,Жаныбек,Жумабеков,M,16,10,Актюбинская область,Южный район,Школа №2,kk,full,62.6,False,,eliminated
P04292,Елена,Попова,F,15,9,Жамбылская область,Центральный район,Школа №3,ru,full,48.5,False,,eliminated
P04293,Аружан,Касенов,F,14,8,г. Шымкент,Центральный район,Школа №5,kk,full,32.7,False,,eliminated
P04294,Дмитрий,Смирнов,M,11,6,Северо-Казахстанская область,Заречный район,Школа №3,ru,full,51.9,False,,eliminated
P04295,Сабина,Алиев,F,11,5,Западно-Казахстанская область,Южный район,Школа №5,kk,full,73.1,True,88.4,finalist
P04296,Бауыржан,Нурланов,M,11,5,Абайская область,Восточный район,Школа №4,kk,full,32.1,False,,eliminated
P04297,Ерасыл,Бекенов,M,14,8,Актюбинская область,Северный район,Школа №1,kk,single,33.2,False,,eliminated
P04298,Ксения,Соколова,F,11,5,Актюбинская область,Восточный район,Школа №1,ru,single,50.9,False,,eliminated
P04299,Темирлан,Жумабеков,M,12,6,г. Алматы,Северный район,Школа №4,kk,full,40.2,False,,eliminated
P04300,София,Петрова,F,13,6,Абайская область,Сельский район,Школа №5,ru,full,43.1,False,,eliminated
P04301,Алтынай,Алиев,F,13,7,Акмолинская область,Сельский район,Школа №4,kk,single,42.6,False,,eliminated
P04302,Мария,Соколова,F,11,6,Северо-Казахстанская область,Западный район,Школа №4,ru,full,34.5,False,,eliminated
P04303,Алина,Касенов,F,15,9,Карагандинская область,Северный район,Школа №5,kk,full,40.4,False,,eliminated
P04304,София,Смирнова,F,15,9,Улытауская область,Восточный район,Школа №2,ru,single,59.6,False,,eliminated
P04305,Арман,Кадыров,M,18,11,Костанайская область, Северный район ,Школа №2,kk,single,29.4,False,,eliminated
P04306,Темирлан,Сериков,M,16,10,г. Астана,Сельский район,Школа №1,kk,full,31.0,False,,eliminated
P04307,Айдар,Кадыров,M,11,6,Жамбылская область,Центральный район,Школа №4,kk,single,39.5,False,,eliminated
P04308,Екатерина,Морозова,F,15,9,Улытауская область, Южный район ,Школа №4,ru,single,60.0,False,,eliminated
P04309,Анна,Волкова,F,15,10,Алматинская область, Заречный район ,Школа №1,ru,full,52.0,False,,eliminated
P04310,Рамазан,Жумабеков,M,10,4,Карагандинская область,Южный район,Школа №3,kk,full,48.0,False,,eliminated
P04311,Дария,Бекенов,F,12,6,Улытауская область,Восточный район,Школа №4,kk,full,55.7,False,,eliminated
P04312,Ксения,Попова,F,15,9,Павлодарская область,Восточный район,Школа №3,ru,full,28.8,False,,eliminated
P04313,Малика,Бекенов,F,17,11,Восточно-Казахстанская область,Заречный район,Школа №2,kk,full,62.4,False,,eliminated
P04314,Никита,Петров,M,14,8,г. Астана,Заречный район,Школа №3,ru,full,60.8,False,,eliminated
P04315,Елена,Петрова,F,14,8,Жетысуская область,Южный район,Школа №4,ru,full,48.9,False,,eliminated
P04316,Камила,Маратов,F,10,4,г. Алматы,Центральный район,Школа №4,kk,single,64.1,False,,eliminated
P04317,Наргиз,Темирбеков,F,14,8,Восточно-Казахстанская область,Заречный район,Школа №2,kk,full,38.1,False,,eliminated
P04318,Гульнара,Тулегенов,F,15,9,Акмолинская область,Центральный район,Школа №1,kk,full,71.9,True,53.0,finalist
P04319,Рамазан,Маратов,M,11,6,Алматинская область,Сельский район,Школа №5,kk,full,57.3,False,,eliminated
P04320,Камила,Алиев,F,15,9,Абайская область,Восточный район,Школа №4,kk,single,44.0,False,,eliminated
P04321,Ерасыл,Кадыров,M,10,5,Павлодарская область,Сельский район,Школа №2,kk,single,48.7,False,,eliminated
P04322,Аяна,Нурланов,F,11,4,Мангистауская область,Северный район,Школа №1,kk,single,47.4,False,,eliminated
P04323,Айдар,Сериков,M,14,9,Карагандинская область,Западный район,Школа №4,kk,full,73.3,True,66.2,finalist
P04324,Сабина,Темирбеков,F,10,4,Западно-Казахстанская область,Центральный район,Школа №5,kk,full,38.8,False,,eliminated
P04325,Дарья,Морозова,F,14,8,Улытауская область,Сельский район,Школа №1,ru,full,43.6,False,,eliminated
P04326,Михаил,Новиков,M,12,5,Жамбылская область,Сельский район,Школа №2,ru,full,70.5,True,69.3,finalist
P04327,Олжас,Алиев,M,15,10,Атырауская область,Западный район,Школа №5,kk,full,46.1,False,,eliminated
P04328,Санжар,Маратов,M,14,8,Жетысуская область,Южный район,Школа №1,kk,full,68.5,True,77.9,finalist
P04329,Екатерина,Морозова,F,17,11,Павлодарская область,Западный район,Школа №2,ru,full,80.5,True,67.7,finalist
P04330,Наргиз,Маратов,F,13,7,г. Алматы,Центральный район,Школа №3,kk,full,49.0,False,,eliminated
P04331,Михаил,Кузнецов,M,14,8,Акмолинская область,Северный район,Школа №4,ru,full,65.2,False,,eliminated
P04332,Алихан,Маратов,M,11,4,Туркестанская область,Сельский район,Школа №4,kk,full,37.7,False,,eliminated
P04333,Аяна,Нурланов,F,12,7,Западно-Казахстанская область,Западный район,Школа №1,kk,full,66.3,True,58.1,finalist
P04334,Алихан,Алиев,M,15,9,Улытауская область,Западный район,Школа №4,kk,full,58.0,False,,eliminated
P04335,София,Кузнецова,F,17,11,Акмолинская область,Сельский район,Школа №2,ru,single,56.1,False,,eliminated
P04336,Дана,Нурланов,F,13,7,г. Астана,Южный район,Школа №3,kk,full,45.3,False,,eliminated
P04337,Аяна,Темирбеков,F,13,8,Северо-Казахстанская область,Северный район,Школа №5,kk,full,30.1,False,,eliminated
P04338,Дарья,Кузнецова,F,14,9,Акмолинская область,Сельский район,Школа №4,ru,full,62.5,False,,eliminated
P04339,Алихан,Жумабеков,M,13,7,Актюбинская область,Сельский район,Школа №1,kk,full,24.0,False,,eliminated
P04340,Анастасия,Морозова,F,15,9,Жамбылская область,Сельский район,Школа №3,ru,full,50.2,False,,eliminated
P04341,Олжас,Тулегенов,M,17,11,г. Алматы,Восточный район,Школа №4,kk,single,63.1,False,,eliminated
P04342,Нурлан,Бекенов,M,16,10,г. Шымкент,Заречный район,Школа №1,kk,full,57.9,False,,eliminated
P04343,Жансая,Абилов,F,15,9,Карагандинская область,Центральный район,Школа №5,kk,single,78.2,True,81.8,finalist
P04344,Владислав,Кузнецов,M,13,8,Туркестанская область,Заречный район,Школа №3,ru,single,64.4,False,,eliminated
P04345,Динара,Абилов,F,14,8,Северо-Казахстанская область,Восточный район,Школа №5,kk,full,45.2,False,,eliminated
P04346,Бекжан,Нурланов,M,17,11,Актюбинская область,Западный район,Школа №5,kk,full,55.4,False,,eliminated
P04347,Артём,Кузнецов,M,13,7,г. Шымкент,Восточный район,Школа №2,ru,full,54.3,False,,eliminated
P04348,Максим,Иванов,M,12,6,Атырауская область,Центральный район,Школа №5,ru,single,25.3,False,,eliminated
P04349,Алина,Нурланов,F,14,8,Алматинская область, Заречный район ,Школа №2,kk,full,40.9,False,,eliminated
P04350,Бекжан,Тулегенов,M,11,5,Абайская область,Южный район,Школа №3,kk,full,46.6,False,,eliminated
P04351,Айгерим,Тулегенов,F,10,4,Мангистауская область,Южный район,Школа №1,kk,single,18.5,False,,eliminated
P04352,Максим,Иванов,M,12,6,Туркестанская область,Сельский район,Школа №5,ru,full,55.7,False,,eliminated
P04353,Айдар,Алиев,M,11,6,Туркестанская область,Сельский район,Школа №3,kk,full,51.3,False,,eliminated
P04354,Жансая,Кадыров,F,12,6,Костанайская область,Восточный район,Школа №4,kk,full,29.9,False,,eliminated
