participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1
P03854,Меруерт,Бекенов,F,Карагандинская область,Восточный район,Школа №1,kk,single,32.4,False
P03855,Сауле,Нурланов,F,Жетысуская область,Северный район,Школа №3,kk,single,43.5,False
P03856,Владислав,Морозов,M,Костанайская область,Северный район,Школа №4,ru,full,52.7,False
P03857,Тимур,Нурланов,M,Жетысуская область,Заречный район,Школа №2,kk,full,34.1,False
P03858,Эльмира,Жумабеков,F,г. Шымкент,Южный район,Школа №3,kk,full,63.9,False
P03859,Дария,Нурланов,F,Кызылординская область,Восточный район,Школа №3,kk,full,44.1,False
P03860,Бауыржан,Темирбеков,M,Акмолинская область,Северный район,Школа №1,kk,full,52.1,False
P03861,Максим,Кузнецов,M,Мангистауская область,Заречный район,Школа №2,ru,full,48.2,False
P03862,Владислав,Смирнов,M,Восточно-Казахстанская область,Заречный район,Школа №5,ru,full,43.2,False
P03863,Алина,Нурланов,F,Мангистауская область,Центральный район,Школа №5,kk,full,54.9,False
P03864,Сабина,Нурланов,F,Мангистауская область,Заречный район,Школа №1,kk,single,45.8,False
P03865,Артём,Лебедев,M,Карагандинская область,Южный район,Школа №4,ru,single,43.4,False
P03866,Балжан,Касенов,F,Туркестанская область,Западный район,Школа №3,kk,full,44.1,False
P03867,Нурлан,Темирбеков,M,г. Шымкент, Заречный район ,Школа №2,kk,full,59.8,False
P03868,Жансая,Касенов,F,г. Алматы, Центральный район ,Школа №3,kk,single,73.8,True
P03869,Мария,Лебедева,F,г. Астана,Сельский район,Школа №4,ru,single,51.1,False
P03870,Полина,Новикова,F,г. Алматы,Центральный район,Школа №3,ru,full,69.9,True
P03871,Динара,Нурланов,F,Павлодарская область,Южный район,Школа №1,kk,full,34.1,False
P03872,Дмитрий,Новиков,M,Северо-Казахстанская область,Центральный район,Школа №5,ru,full,57.4,False
P03873,Дана,Кадыров,F,Акмолинская область,Западный район,Школа №5,kk,full,38.5,False
P03874,Аян,Маратов,M,Костанайская область,Центральный район,Школа №1,kk,full,32.8,False
P03875,Камила,Жумабеков,F,Мангистауская область,Сельский район,Школа №2,kk,full,43.9,False
P03876,Владислав,Попов,M,Западно-Казахстанская область,Западный район,Школа №3,ru,full,72.9,True
P03877,Иван,Лебедев,M,Акмолинская область,Сельский район,Школа №4,ru,full,69.3,True
P03878,Динара,Жумабеков,F,Павлодарская область,Западный район,Школа №4,kk,full,58.6,False
P03879,Владислав,Новиков,M,Мангистауская область,Южный район,Школа №4,ru,full,32.0,False
P03880,Алина,Нурланов,F,Актюбинская область,Северный район,Школа №3,kk,full,52.1,False
P03881,Мария,Попова,F,Кызылординская область,Западный район,Школа №5,ru,single,53.5,False
P03882,Айдана,Темирбеков,F,Карагандинская область,Центральный район,Школа №5,kk,full,57.6,False
P03883,Темирлан,Нурланов,M,Мангистауская область,Центральный район,Школа №2,kk,full,27.3,False
P03884,Адильхан,Алиев,M,г. Астана,Южный район,Школа №4,kk,full,41.6,False
P03885,Айгерим,Сериков,F,Восточно-Казахстанская область,Сельский район,Школа №3,kk,single,48.0,False
P03886,Ержан,Тулегенов,M,Акмолинская область,Восточный район,Школа №1,kk,full,63.0,False
P03887,Анна,Кузнецова,F,Мангистауская область,Заречный район,Школа №3,ru,full,22.1,False
P03888,Алмат,Касенов,M,г. Астана,Северный район,Школа №5,kk,full,52.6,False
P03889,Рамазан,Сериков,M,Туркестанская область,Центральный район,Школа №3,kk,full,57.1,False
P03890,Артём,Морозов,M,Кызылординская область,Центральный район,Школа №1,ru,full,67.7,True
P03891,Владислав,Кузнецов,M,Атырауская область,Центральный район,Школа №3,ru,full,65.4,False
P03892,Тимур,Жумабеков,M,Акмолинская область,Заречный район,Школа №2,kk,full,63.7,False
P03893,Ольга,Новикова,F,Кызылординская область,Западный район,Школа №4,ru,full,43.0,False
P03894,Жаныбек,Нурланов,M,Алматинская область,Центральный район,Школа №2,kk,single,20.4,False
P03895,Анастасия,Кузнецова,F,Акмолинская область,Восточный район,Школа №3,ru,single,43.1,False
P03896,Алихан,Алиев,M,Алматинская область,Центральный район,Школа №1,kk,single,64.0,False
P03897,Алмат,Касенов,M,Атырауская область,Сельский район,Школа №2,kk,single,69.9,True
P03898,Гульнара,Бекенов,F,Акмолинская область,Северный район,Школа №5,kk,single,59.7,False
P03899,Аружан,Темирбеков,F,Павлодарская область,Сельский район,Школа №1,kk,single,55.4,False
P03900,Малика,Тулегенов,F,Улытауская область,Заречный район,Школа №1,kk,single,54.7,False
P03901,Анна,Волкова,F,Мангистауская область,Сельский район,Школа №3,ru,full,46.7,False
P03902,Арман,Темирбеков,M,Жамбылская область,Сельский район,Школа №5,kk,full,53.0,False
P03903,Полина,Иванова,F,Западно-Казахстанская область,Южный район,Школа №4,ru,single,74.0,True
P03904,София,Новикова,F,Алматинская область,Южный район,Школа №5,ru,single,34.9,False
P03905,Дамир,Жумабеков,M,г. Астана, Южный район ,Школа №4,kk,full,79.2,True
P03906,Ксения,Морозова,F,Акмолинская область,Восточный район,Школа №4,ru,full,50.2,False
P03907,Бекжан,Касенов,M,г. Шымкент,Заречный район,Школа №3,kk,full,74.9,True
P03908,Шынгыс,Жумабеков,M,Актюбинская область,Южный район,Школа №5,kk,full,33.9,False
P03909,Олжас,Нурланов,M,Восточно-Казахстанская область,Южный район,Школа №5,kk,full,63.8,False
P03910,Алихан,Сатпаев,M,Кызылординская область,Северный район,Школа №4,kk,single,37.9,False
P03911,Сабина,Касенов,F,Мангистауская область,Центральный район,Школа №3,kk,full,33.8,False
P03912,Тимур,Темирбеков,M,Атырауская область,Сельский район,Школа №4,kk,full,58.3,False
P03913,Анна,Петрова,F,Мангистауская область,Восточный район,Школа №5,ru,full,70.1,True
P03914,Шынгыс,Тулегенов,M,Атырауская область,Южный район,Школа №4,kk,single,36.3,False
P03915,Малика,Абилов,F,Акмолинская область,Центральный район,Школа №4,kk,full,32.5,False
P03916,Дария,Темирбеков,F,Восточно-Казахстанская область,Центральный район,Школа №4,kk,single,47.6,False
P03917,Артём,Попов,M,Атырауская область,Южный район,Школа №2,ru,full,53.7,False
P03918,Александр,Иванов,M,Улытауская область,Южный район,Школа №5,ru,single,57.2,False
P03919,Алихан,Абилов,M,Восточно-Казахстанская область,Центральный район,Школа №1,kk,full,69.2,True
P03920,Бекжан,Кадыров,M,Жамбылская область,Сельский район,Школа №1,kk,full,54.1,False
P03921,Ерасыл,Сатпаев,M,г. Шымкент,Северный район,Школа №2,kk,full,82.8,True
P03922,Андрей,Иванов,M,г. Шымкент,Центральный район,Школа №5,ru,full,58.4,False
P03923,Андрей,Соколов,M,Актюбинская область,Южный район,Школа №5,ru,single,43.8,False
P03924,Балжан,Касенов,F,Северо-Казахстанская область,Сельский район,Школа №5,kk,full,30.8,False
P03925,Аружан,Сериков,F,Алматинская область,Восточный район,Школа №2,kk,full,51.1,False
P03926,Тимур,Касенов,M,Улытауская область,Центральный район,Школа №1,kk,single,44.0,False
P03927,Аружан,Жумабеков,F,Восточно-Казахстанская область,Восточный район,Школа №4,kk,full,69.4,True
P03928,Екатерина,Попова,F,Кызылординская область,Западный район,Школа №3,ru,single,55.9,False
P03929,Мария,Кузнецова,F,Карагандинская область,Западный район,Школа №5,ru,full,37.3,False
P03930,Дарья,Попова,F,Карагандинская область,Южный район,Школа №2,ru,full,57.6,False
P03931,Олжас,Тулегенов,M,г. Алматы,Сельский район,Школа №1,kk,full,65.1,False
P03932,Жансая,Бекенов,F,г. Алматы,Заречный район,Школа №5,kk,single,71.9,True
P03933,Максим,Лебедев,M,Туркестанская область,Восточный район,Школа №4,ru,single,62.3,False
P03934,Наргиз,Жумабеков,F,Костанайская область,Заречный район,Школа №5,kk,full,66.4,True
P03935,Наргиз,Кадыров,F,Жамбылская область,Центральный район,Школа №2,kk,single,49.9,False
P03936,Бауыржан,Сериков,M,Кызылординская область,Сельский район,Школа №2,kk,full,60.8,False
P03937,Максим,Соколов,M,Актюбинская область,Южный район,Школа №3,ru,full,73.7,True
P03938,Камила,Сериков,F,Западно-Казахстанская область,Южный район,Школа №5,kk,single,29.0,False
P03939,Ксения,Новикова,F,Карагандинская область,Южный район,Школа №2,ru,full,49.8,False
P03940,Анна,Петрова,F,Кызылординская область,Северный район,Школа №2,ru,single,37.4,False
P03941,Дарья,Волкова,F,Павлодарская область,Сельский район,Школа №1,ru,full,60.7,False
P03942,Елена,Кузнецова,F,Карагандинская область,Южный район,Школа №4,ru,full,73.5,True
P03943,Полина,Лебедева,F,Актюбинская область,Заречный район,Школа №5,ru,full,46.0,False
P03944,Айдана,Маратов,F,Атырауская область,Центральный район,Школа №5,kk,full,19.1,False
P03945,Малика,Бекенов,F,Улытауская область,Северный район,Школа №3,kk,full,48.8,False
P03946,Владислав,Петров,M,Восточно-Казахстанская область,Северный район,Школа №5,ru,full,68.7,True
P03947,Ольга,Иванова,F,Карагандинская область,Восточный район,Школа №1,ru,single,57.1,False
P03948,Полина,Кузнецова,F,Мангистауская область,Западный район,Школа №4,ru,full,61.4,False
P03949,Меруерт,Темирбеков,F,Жетысуская область,Восточный район,Школа №3,kk,full,50.8,False
P03950,Кирилл,Смирнов,M,Восточно-Казахстанская область,Сельский район,Школа №2,ru,full,35.8,False
P03951,Полина,Смирнова,F,Алматинская область,Западный район,Школа №2,ru,single,56.7,False
P03952,Полина,Смирнова,F,Туркестанская область,Западный район,Школа №4,ru,full,42.5,False
P03953,Никита,Кузнецов,M,Жамбылская область, Сельский район ,Школа №3,ru,single,81.8,True
P03954,Нурлан,Сатпаев,M,Восточно-Казахстанская область,Заречный район,Школа №4,kk,full,63.6,False
P03955,Дана,Тулегенов,F,Кызылординская область,Северный район,Школа №2,kk,full,46.3,False
P03956,Динара,Тулегенов,F,Западно-Казахстанская область,Западный район,Школа №5,kk,full,45.8,False
P03957,Мария,Попова,F,Алматинская область,Северный район,Школа №2,ru,full,53.6,False
P03958,Ольга,Морозова,F,Актюбинская область,Восточный район,Школа №1,ru,full,51.4,False
P03959,Мария,Соколова,F,Улытауская область,Центральный район,Школа №4,ru,single,65.8,False
P03960,Полина,Попова,F,г. Астана,Южный район,Школа №5,ru,full,57.8,False
P03961,Алтынай,Бекенов,F,Павлодарская область,Северный район,Школа №4,kk,full,44.0,False
P03962,Меруерт,Нурланов,F,Улытауская область,Восточный район,Школа №3,kk,full,83.4,True
P03963,Алихан,Бекенов,M,Карагандинская область,Центральный район,Школа №5,kk,full,55.7,False
P03964,Михаил,Иванов,M,г. Алматы,Заречный район,Школа №3,ru,full,66.5,True
P03965,Екатерина,Кузнецова,F,г. Шымкент, Западный район ,Школа №4,ru,single,39.9,False
P03966,Александр,Петров,M,Актюбинская область,Центральный район,Школа №1,ru,full,60.4,False
P03967,Дария,Алиев,F,Жамбылская область,Восточный район,Школа №4,kk,full,59.7,False
P03968,Томирис,Сатпаев,F,Абайская область, Центральный район ,Школа №5,kk,single,20.7,False
P03969,Дмитрий,Новиков,M,г. Шымкент,Центральный район,Школа №5,ru,full,85.2,True
P03970,Максим,Кузнецов,M,Улытауская область,Заречный район,Школа №4,ru,full,74.4,True
P03971,Гульнара,Нурланов,F,Северо-Казахстанская область,Северный район,Школа №5,kk,full,49.0,False
P03972,Владислав,Новиков,M,Восточно-Казахстанская область,Восточный район,Школа №2,ru,full,38.5,False
P03973,Томирис,Абилов,F,Восточно-Казахстанская область,Южный район,Школа №5,kk,single,54.2,False
P03974,Иван,Попов,M,Северо-Казахстанская область,Западный район,Школа №4,ru,full,56.3,False
P03975,Дмитрий,Волков,M,Алматинская область,Сельский район,Школа №4,ru,full,60.3,False
P03976,Мария,Иванова,F,г. Астана,Восточный район,Школа №4,ru,full,57.9,False
P03977,Полина,Лебедева,F,Актюбинская область,Центральный район,Школа №5,ru,full,62.6,False
P03978,Жансая,Тулегенов,F,Мангистауская область,Восточный район,Школа №5,kk,full,76.7,True
P03979,Владислав,Лебедев,M,Западно-Казахстанская область,Южный район,Школа №1,ru,full,63.5,False
P03980,Рамазан,Касенов,M,Павлодарская область,Сельский район,Школа №3,kk,full,39.3,False
P03981,Ксения,Морозова,F,Северо-Казахстанская область,Заречный район,Школа №4,ru,full,75.4,True
P03982,Меруерт,Маратов,F,Актюбинская область,Южный район,Школа №2,kk,full,79.6,True
P03983,Ерасыл,Касенов,M,Акмолинская область,Заречный район,Школа №3,kk,full,100.0,True
P03984,Аян,Сатпаев,M,Абайская область,Западный район,Школа №5,kk,full,38.1,False
P03985,Шынгыс,Жумабеков,M,Костанайская область,Центральный район,Школа №3,kk,full,58.6,False
P03986,Наргиз,Тулегенов,F,Абайская область,Южный район,Школа №2,kk,full,23.8,False
P03987,София,Кузнецова,F,Восточно-Казахстанская область,Заречный район,Школа №2,ru,full,63.3,False
P03988,Михаил,Иванов,M,Западно-Казахстанская область,Сельский район,Школа №4,ru,full,46.8,False
P03989,Дмитрий,Петров,M,Кызылординская область,Центральный район,Школа №4,ru,full,83.9,True
P03990,Анастасия,Попова,F,Алматинская область,Центральный район,Школа №2,ru,full,43.4,False
P03991,Ольга,Волкова,F,Павлодарская область,Северный район,Школа №3,ru,single,23.7,False
P03992,Дамир,Маратов,M,Мангистауская область,Сельский район,Школа №1,kk,full,47.9,False
P03993,Ольга,Кузнецова,F,г. Астана,Западный район,Школа №1,ru,full,25.4,False
P03994,Тимур,Жумабеков,M,Актюбинская область,Центральный район,Школа №1,kk,full,66.3,True
P03995,Сауле,Сериков,F,г. Шымкент,Южный район,Школа №3,kk,single,18.0,False
P03996,Максим,Волков,M,Туркестанская область,Северный район,Школа №2,ru,single,49.4,False
P03997,Дамир,Бекенов,M,Костанайская область,Восточный район,Школа №3,kk,full,23.8,False
P03998,Балжан,Кадыров,F,Абайская область,Сельский район,Школа №2,kk,full,50.2,False
P03999,Жаныбек,Тулегенов,M,Туркестанская область,Южный район,Школа №4,kk,full,79.7,True
P04000,Михаил,Петров,M,Восточно-Казахстанская область,Западный район,Школа №4,ru,single,54.4,False
P04001,Аружан,Бекенов,F,Туркестанская область,Восточный район,Школа №5,kk,full,42.0,False
P04002,Алтынай,Маратов,F,Жамбылская область,Северный район,Школа №5,kk,full,54.5,False
P04003,Александр,Новиков,M,г. Астана,Центральный район,Школа №4,ru,single,49.3,False
P04004,Кирилл,Соколов,M,Акмолинская область,Восточный район,Школа №4,ru,full,62.1,False
P04005,Елена,Новикова,F,Улытауская область,Заречный район,Школа №2,ru,single,28.5,False
P04006,Ержан,Абилов,M,Жамбылская область,Восточный район,Школа №3,kk,full,63.9,False
P04007,Дария,Жумабеков,F,г. Шымкент,Северный район,Школа №5,kk,full,14.4,False
P04008,Олжас,Тулегенов,M,Улытауская область,Северный район,Школа №4,kk,single,39.6,False
P04009,Андрей,Лебедев,M,Туркестанская область,Заречный район,Школа №5,ru,full,47.7,False
P04010,Дамир,Темирбеков,M,г. Алматы,Западный район,Школа №3,kk,single,58.5,False
P04011,Аяна,Касенов,F,Акмолинская область,Восточный район,Школа №3,kk,full,55.3,False
P04012,Дарья,Лебедева,F,г. Шымкент,Западный район,Школа №1,ru,single,27.9,False
P04013,Александр,Смирнов,M,г. Шымкент,Западный район,Школа №4,ru,full,40.2,False
P04014,Артём,Кузнецов,M,Кызылординская область,Сельский район,Школа №3,ru,full,58.0,False
P04015,Олжас,Сатпаев,M,г. Астана,Центральный район,Школа №3,kk,single,47.8,False
P04016,Ольга,Кузнецова,F,Восточно-Казахстанская область,Центральный район,Школа №5,ru,full,46.3,False
P04017,Иван,Иванов,M,Абайская область,Южный район,Школа №1,ru,full,47.8,False
P04018,Мария,Морозова,F,Атырауская область,Сельский район,Школа №3,ru,full,65.4,False
P04019,Никита,Кузнецов,M,Акмолинская область,Южный район,Школа №3,ru,single,41.2,False
P04020,Олжас,Абилов,M,г. Шымкент,Восточный район,Школа №5,kk,single,47.7,False
P04021,Динара,Касенов,F,Костанайская область,Северный район,Школа №1,kk,full,87.5,True
P04022,Арман,Касенов,M,Жамбылская область,Сельский район,Школа №2,kk,full,33.6,False
P04023,Ержан,Сериков,M,Улытауская область,Южный район,Школа №3,kk,full,27.2,False
P04024,Санжар,Тулегенов,M,Актюбинская область,Южный район,Школа №5,kk,full,66.8,True
P04025,Тимур,Нурланов,M,г. Шымкент,Южный район,Школа №3,kk,single,38.8,False
P04026,Ерасыл,Темирбеков,M,Карагандинская область,Западный район,Школа №5,kk,single,44.2,False
P04027,Анастасия,Морозова,F,г. Астана,Северный район,Школа №3,ru,full,43.3,False
P04028,Ерасыл,Темирбеков,M,Северо-Казахстанская область,Сельский район,Школа №3,kk,full,51.1,False
P04029,Владислав,Попов,M,Костанайская область,Западный район,Школа №1,ru,full,79.0,True
P04030,Ольга,Новикова,F,Костанайская область,Южный район,Школа №4,ru,full,67.0,True
P04031,Томирис,Алиев,F,Кызылординская область,Южный район,Школа №1,kk,full,67.9,True
P04032,Дария,Маратов,F,г. Астана,Сельский район,Школа №4,kk,full,33.8,False
P04033,Айдана,Маратов,F,Карагандинская область,Сельский район,Школа №3,kk,full,37.7,False
P04034,Никита,Лебедев,M,Северо-Казахстанская область,Южный район,Школа №1,ru,full,12.4,False
P04035,Иван,Лебедев,M,Туркестанская область,Центральный район,Школа №3,ru,full,42.9,False
P04036,Аян,Абилов,M,Павлодарская область,Восточный район,Школа №1,kk,full,69.4,True
P04037,Арман,Абилов,M,Атырауская область,Заречный район,Школа №3,kk,full,62.8,False
P04038,Ержан,Сериков,M,Жамбылская область,Южный район,Школа №1,kk,full,51.7,False
P04039,Темирлан,Бекенов,M,Карагандинская область,Южный район,Школа №3,kk,single,48.7,False
P04040,Аян,Сериков,M,Павлодарская область,Западный район,Школа №2,kk,full,44.7,False
P04041,Ольга,Лебедева,F,Павлодарская область,Западный район,Школа №5,ru,full,58.1,False
P04042,Никита,Петров,M,Абайская область,Западный район,Школа №1,ru,full,66.5,True
P04043,Ерасыл,Касенов,M,Туркестанская область,Западный район,Школа №2,kk,full,30.8,False
P04044,Гульнара,Бекенов,F,Мангистауская область,Западный район,Школа №1,kk,single,53.5,False
P04045,Анна,Лебедева,F,Акмолинская область,Западный район,Школа №5,ru,single,63.0,False
P04046,Айгерим,Сериков,F,Акмолинская область,Южный район,Школа №5,kk,full,48.8,False
P04047,Бауыржан,Алиев,M,Акмолинская область,Северный район,Школа №1,kk,full,65.5,False
P04048,Екатерина,Кузнецова,F,г. Астана,Восточный район,Школа №5,ru,full,97.2,True
P04049,Екатерина,Морозова,F,г. Алматы,Заречный район,Школа №2,ru,single,47.4,False
P04050,Сауле,Сатпаев,F,Жамбылская область,Западный район,Школа №4,kk,full,60.9,False
P04051,Меруерт,Нурланов,F,Мангистауская область,Северный район,Школа №3,kk,single,37.9,False
P04052,Полина,Кузнецова,F,Карагандинская область,Западный район,Школа №2,ru,full,57.7,False
P04053,Дария,Абилов,F,Западно-Казахстанская область,Северный район,Школа №4,kk,full,61.9,False
P04054,Сауле,Бекенов,F,Восточно-Казахстанская область,Сельский район,Школа №4,kk,full,57.9,False
P04055,Иван,Морозов,M,Актюбинская область,Заречный район,Школа №4,ru,full,39.7,False
P04056,Томирис,Алиев,F,Карагандинская область,Восточный район,Школа №1,kk,full,58.1,False
P04057,Эльмира,Бекенов,F,г. Астана,Западный район,Школа №2,kk,full,76.9,True
P04058,Кирилл,Соколов,M,Атырауская область,Северный район,Школа №1,ru,single,55.7,False
P04059,София,Иванова,F,г. Алматы,Западный район,Школа №3,ru,single,63.4,False
P04060,Сабина,Сериков,F,Алматинская область,Заречный район,Школа №2,kk,single,45.4,False
P04061,Екатерина,Смирнова,F,Западно-Казахстанская область,Восточный район,Школа №2,ru,full,66.2,True
P04062,Бекжан,Абилов,M,г. Алматы,Сельский район,Школа №4,kk,full,59.2,False
P04063,Рамазан,Жумабеков,M,Улытауская область,Южный район,Школа №2,kk,full,40.7,False
P04064,Тимур,Нурланов,M,Костанайская область,Заречный район,Школа №4,kk,full,59.8,False
P04065,Ксения,Новикова,F,Улытауская область,Восточный район,Школа №1,ru,full,40.1,False
P04066,Арман,Нурланов,M,Туркестанская область,Заречный район,Школа №3,kk,single,39.5,False
P04067,Владислав,Смирнов,M,Северо-Казахстанская область,Центральный район,Школа №1,ru,full,57.8,False
P04068,Дамир,Жумабеков,M,Восточно-Казахстанская область,Центральный район,Школа №2,kk,full,59.5,False
P04069,Дана,Абилов,F,Алматинская область,Сельский район,Школа №1,kk,full,37.2,False
P04070,Тимур,Тулегенов,M,Кызылординская область,Заречный район,Школа №1,kk,single,64.8,False
P04071,Бекжан,Бекенов,M,Костанайская область,Сельский район,Школа №1,kk,full,63.6,False
P04072,Дарья,Смирнова,F,г. Астана,Западный район,Школа №4,ru,single,38.4,False
P04073,Артём,Новиков,M,г. Астана,Заречный район,Школа №3,ru,full,31.9,False
P04074,Жаныбек,Темирбеков,M,Улытауская область,Западный район,Школа №4,kk,full,52.8,False
P04075,Алихан,Тулегенов,M,Западно-Казахстанская область,Южный район,Школа №3,kk,full,48.3,False
P04076,Эльмира,Темирбеков,F,Костанайская область,Сельский район,Школа №1,kk,single,50.7,False
P04077,Алмат,Сериков,M,Карагандинская область,Северный район,Школа №5,kk,single,43.6,False
P04078,Александр,Новиков,M,Туркестанская область,Заречный район,Школа №3,ru,full,24.9,False
P04079,Шынгыс,Алиев,M,Атырауская область,Центральный район,Школа №5,kk,full,49.2,False
P04080,Максим,Петров,M,Карагандинская область,Восточный район,Школа №2,ru,full,50.4,False
P04081,Олжас,Жумабеков,M,Жетысуская область,Сельский район,Школа №4,kk,full,64.5,False
P04082,Артём,Кузнецов,M,Жамбылская область,Восточный район,Школа №4,ru,single,38.5,False
P04083,Арман,Жумабеков,M,Северо-Казахстанская область,Южный район,Школа №2,kk,full,80.2,True
P04084,Екатерина,Лебедева,F,Туркестанская область,Заречный район,Школа №4,ru,single,20.3,False
P04085,Ержан,Маратов,M,Павлодарская область,Западный район,Школа №4,kk,full,74.7,True
P04086,Андрей,Смирнов,M,Актюбинская область,Заречный район,Школа №4,ru,full,51.6,False
P04087,Аяна,Бекенов,F,Кызылординская область,Сельский район,Школа №5,kk,single,61.9,False
P04088,Анастасия,Попова,F,Западно-Казахстанская область,Западный район,Школа №5,ru,single,50.2,False
P04089,Мария,Попова,F,Туркестанская область,Сельский район,Школа №4,ru,full,72.1,True
P04090,Михаил,Кузнецов,M,Акмолинская область,Северный район,Школа №4,ru,full,49.2,False
P04091,Ерасыл,Касенов,M,Костанайская область,Заречный район,Школа №1,kk,full,38.5,False
P04092,Алихан,Кадыров,M,Карагандинская область,Западный район,Школа №3,kk,full,76.3,True
P04093,Камила,Кадыров,F,Жетысуская область,Северный район,Школа №2,kk,single,47.3,False
P04094,Ержан,Маратов,M,Карагандинская область,Северный район,Школа №1,kk,full,58.3,False
P04095,Анна,Лебедева,F,Западно-Казахстанская область,Северный район,Школа №4,ru,full,73.5,True
P04096,Меруерт,Темирбеков,F,Западно-Казахстанская область,Восточный район,Школа №2,kk,full,39.5,False
P04097,Сауле,Касенов,F,Жетысуская область,Сельский район,Школа №5,kk,single,57.9,False
P04098,Темирлан,Кадыров,M,Мангистауская область,Западный район,Школа №4,kk,full,46.2,False
P04099,Алмат,Абилов,M,Жетысуская область,Заречный район,Школа №2,kk,full,53.0,False
P04100,Ксения,Попова,F,г. Астана,Центральный район,Школа №5,ru,single,50.1,False
P04101,Андрей,Новиков,M,г. Астана,Северный район,Школа №4,ru,full,32.5,False
P04102,Дана,Маратов,F,Карагандинская область,Центральный район,Школа №3,kk,single,37.3,False
P04103,Ксения,Волкова,F,Жамбылская область,Сельский район,Школа №1,ru,full,75.3,True
P04104,Ксения,Иванова,F,г. Астана,Южный район,Школа №1,ru,full,68.3,True
P04105,Аружан,Касенов,F,Восточно-Казахстанская область,Восточный район,Школа №2,kk,full,54.1,False
P04106,Мария,Петрова,F,Алматинская область,Западный район,Школа №1,ru,single,52.6,False
P04107,Бекжан,Нурланов,M,Абайская область,Западный район,Школа №5,kk,full,50.6,False
P04108,Анна,Новикова,F,Акмолинская область,Центральный район,Школа №2,ru,full,75.3,True
P04109,Адильхан,Кадыров,M,Улытауская область,Восточный район,Школа №4,kk,single,46.0,False
P04110,Томирис,Абилов,F,Атырауская область,Заречный район,Школа №2,kk,single,52.5,False
P04111,Нурлан,Касенов,M,г. Шымкент,Восточный район,Школа №1,kk,single,66.2,True
P04112,Шынгыс,Кадыров,M,Мангистауская область,Заречный район,Школа №1,kk,single,37.3,False
P04113,Жансая,Сериков,F,Жамбылская область,Южный район,Школа №5,kk,single,72.4,True
P04114,Полина,Волкова,F,Восточно-Казахстанская область,Южный район,Школа №4,ru,full,32.0,False
P04115,Михаил,Лебедев,M,Туркестанская область,Северный район,Школа №1,ru,full,79.4,True
P04116,Наргиз,Жумабеков,F,Улытауская область,Восточный район,Школа №3,kk,full,49.4,False
P04117,Эльмира,Сатпаев,F,Костанайская область,Заречный район,Школа №2,kk,full,51.4,False
P04118,Тимур,Абилов,M,Алматинская область,Северный район,Школа №1,kk,single,20.6,False
P04119,Камила,Жумабеков,F,Павлодарская область,Заречный район,Школа №2,kk,full,48.2,False
P04120,Томирис,Нурланов,F,г. Астана,Западный район,Школа №3,kk,full,39.4,False
P04121,Бекжан,Тулегенов,M,Туркестанская область,Западный район,Школа №3,kk,full,45.9,False
P04122,Наргиз,Кадыров,F,Жетысуская область,Северный район,Школа №3,kk,full,52.9,False
P04123,Эльмира,Касенов,F,Западно-Казахстанская область,Сельский район,Школа №4,kk,full,69.4,True
P04124,Сауле,Алиев,F,Мангистауская область,Западный район,Школа №5,kk,full,58.1,False
P04125,Гульнара,Сатпаев,F,Восточно-Казахстанская область,Сельский район,Школа №5,kk,full,59.6,False
P04126,Нурлан,Кадыров,M,Абайская область,Сельский район,Школа №3,kk,full,38.6,False
P04127,Айдана,Кадыров,F,Костанайская область,Восточный район,Школа №4,kk,single,35.8,False
P04128,Меруерт,Жумабеков,F,Жамбылская область,Центральный район,Школа №3,kk,full,82.0,True
P04129,Гульнара,Тулегенов,F,Актюбинская область,Центральный район,Школа №4,kk,full,44.0,False
P04130,Меруерт,Алиев,F,Акмолинская область,Западный район,Школа №1,kk,single,73.8,True
P04131,Ержан,Абилов,M,Кызылординская область,Восточный район,Школа №5,kk,full,51.4,False
P04132,Темирлан,Нурланов,M,Северо-Казахстанская область,Центральный район,Школа №5,kk,full,55.0,False
P04133,Дамир,Бекенов,M,г. Астана,Заречный район,Школа №3,kk,single,65.1,False
P04134,Александр,Соколов,M,Атырауская область,Сельский район,Школа №5,ru,full,74.1,True
P04135,Томирис,Алиев,F,Алматинская область,Центральный район,Школа №5,kk,single,47.3,False
P04136,София,Лебедева,F,г. Шымкент,Западный район,Школа №2,ru,single,43.2,False
P04137,София,Кузнецова,F,Кызылординская область,Восточный район,Школа №3,ru,full,54.2,False
P04138,Алихан,Сериков,M,Актюбинская область,Южный район,Школа №1,kk,single,54.1,False
P04139,Айдар,Касенов,M,Актюбинская область,Сельский район,Школа №4,kk,full,68.4,True
P04140,Мария,Смирнова,F,Карагандинская область,Сельский район,Школа №3,ru,full,55.1,False
P04141,Аяна,Сериков,F,Жетысуская область,Южный район,Школа №4,kk,full,64.3,False
P04142,Гульнара,Сатпаев,F,Карагандинская область,Центральный район,Школа №1,kk,single,73.6,True
P04143,Дамир,Нурланов,M,Мангистауская область,Центральный район,Школа №5,kk,single,54.7,False
P04144,Айдана,Маратов,F,Акмолинская область,Восточный район,Школа №2,kk,single,53.7,False
P04145,Анастасия,Новикова,F,г. Астана,Сельский район,Школа №4,ru,full,32.2,False
P04146,Алихан,Маратов,M,Восточно-Казахстанская область,Центральный район,Школа №2,kk,full,15.5,False
